3.352320512,10.775788
10.31241163,10.5703125
10.57679311,10.566906
10.12933477,10.654468
10.95845596,10.946782
10.56088932,10.794797
10.36678004,10.433562
10.20662562,11.099906
9.8754613,10.78185
9.205354492,10.675305
9.614043156,9.79955
10.21862618,9.997769
9.657487591,10.174178
9.197508891,10.48252
9.738123933,10.183259
9.739619533,11.130319
10.08623608,11.091514
10.48250588,10.232878
10.54941336,10.697364
10.10211817,11.138825
10.49300178,11.596812
10.00055035,11.19994
10.6117866,11.013182
10.06520271,10.892033
10.32095218,10.907583
10.25217239,10.347797
10.26211452,10.851353
10.82728783,10.56396
10.35905981,11.101352
10.13560152,10.02095
9.963240147,10.506965
9.518143733,9.989807
9.15305988,10.446649
9.477775335,10.408137
10.25503051,9.939625
10.50875847,10.044729
10.29876296,10.451712
10.12899844,10.746174
10.12432575,10.068945
9.925112963,10.90007
10.52247826,10.657664
9.997270266,9.908825
10.11379043,10.514518
10.05390819,10.119799
10.21518604,10.418568
10.02539523,10.490945
10.16116412,10.151412
10.33287636,9.414985
9.799509605,9.775296
10.3468531,10.068246
9.681218942,10.368995
9.717134635,10.0879545
9.823227326,10.527857
9.491541664,10.017813
9.338761091,9.935246
9.709212621,10.02475
9.859562079,10.149719
9.629188061,9.651013
9.682492495,10.234587
9.894765298,9.773096
9.697280089,
9.476385752,
10.28588049,
9.707377354,
10.00060034,
9.781368335,
9.752345959,
9.579519868,
9.527279059,
9.421423356,
9.589316209,
9.848426739,
9.752388398,
10.0951101,
10.16468175,
10.16541823,
10.17088199,
9.896380027,
10.11548305,
10.32599529,
10.58715447,
10.14710053,
10.36774254,
10.40579359,
9.896118164,
10.09915336,
10.35841211,
10.22773059,
10.9882528,
10.22805651,
10.35012611,
10.33954883,
10.58922227,
10.13356312,
10.0329957,
9.921928485,
10.01973502,
10.06125291,
9.763160229,
9.880687833,
10.37676565,
10.14727942,
10.33990574,
10.2496225,
10.35090009,
10.54618605,
10.47461136,
10.47167404,
10.08028706,
10.06408978,
9.786477645,
10.34535249,
10.32925272,
10.26022871,
9.82235988,
10.00285165,
9.521316608,
9.540823539,
9.727457603,
9.322249055,
9.293105324,
9.534652034,
9.578131755,
9.688111464,
9.743403196,
9.722605864,
9.550424099,
9.949614048,
9.582424879,
9.704748869,
9.202557286,
9.568786105,
9.724334002,
9.607438087,
9.843160391,
9.857520819,
9.558107773,
9.59168307,
9.710117658,
9.213984847,
9.195488612,
9.34086291,
9.59765327,
9.753593286,
10.22874546,
10.24274381,
9.916464408,
9.87939771,
10.34937247,
10.284808,
10.51297824,
10.48313705,
10.33503262,
10.45234458,
10.61671893,
10.39294672,
10.42328691,
10.7160217,
10.05808512,
10.38595454,
10.19878236,
10.40657226,
9.406814178,
9.992537737,
10.18021997,
10.77578831,
